Demand,Sales,Date,Month,Class
26,99.84,1,1,1
35,134.4,2,1,1
32,122.88,3,1,1
20,76.8,4,1,1
34,130.56,5,1,1
31,119.04,6,1,1
39,149.76,7,1,1
33,126.72,8,1,1
34,130.56,9,1,1
32,122.88,10,1,1
36,138.24,11,1,1
29,111.36,12,1,1
29,111.36,13,1,1
29,111.36,14,1,1
34,130.56,15,1,1
35,134.4,16,1,1
38,145.92,17,1,1
34,130.56,18,1,1
42,161.28,19,1,1
39,149.76,20,1,1
43,165.12,21,1,1
29,111.36,22,1,1
27,103.68,23,1,1
43,165.12,24,1,1
33,126.72,25,1,1
45,172.8,26,1,1
34,130.56,27,1,1
32,122.88,28,1,1
33,126.72,29,1,1
33,126.72,30,1,1
26,99.84,31,1,1
44,168.96,1,2,1
43,165.12,2,2,1
45,172.8,3,2,1
46,176.64,4,2,1
53,203.52,5,2,1
33,126.72,6,2,1
45,172.8,7,2,1
41,157.44,8,2,1
39,149.76,9,2,1
52,199.68,10,2,1
53,203.52,11,2,1
46,176.64,12,2,1
49,188.16,13,2,1
47,180.48,14,2,1
41,157.44,15,2,1
32,122.88,16,2,1
51,195.84,17,2,1
35,134.4,18,2,1
39,149.76,19,2,1
51,195.84,20,2,1
44,168.96,21,2,1
51,195.84,22,2,1
42,161.28,23,2,1
54,207.36,24,2,1
54,207.36,25,2,1
53,203.52,26,2,1
46,176.64,27,2,1
47,180.48,28,2,1
53,203.52,1,3,1
56,215.04,2,3,1
50,192,3,3,1
46,176.64,4,3,1
48,184.32,5,3,1
61,234.24,6,3,1
61,234.24,7,3,1
54,207.36,8,3,1
44,168.96,9,3,1
54,207.36,10,3,1
55,211.2,11,3,1
49,188.16,12,3,1
57,218.88,13,3,1
52,199.68,14,3,1
64,245.76,15,3,1
53,203.52,16,3,1
42,161.28,17,3,1
50,192,18,3,1
59,226.56,19,3,1
55,211.2,20,3,1
55,211.2,21,3,1
50,192,22,3,1
84,322.56,23,3,0
55,211.2,24,3,1
51,195.84,25,3,1
44,168.96,26,3,1
53,203.52,27,3,1
50,192,28,3,1
59,226.56,29,3,1
50,192,30,3,1
61,234.24,31,3,1
76,291.84,1,4,1
56,215.04,2,4,1
64,245.76,3,4,1
75,288,4,4,1
69,264.96,5,4,1
73,280.32,6,4,1
64,245.76,7,4,1
65,249.6,8,4,1
51,195.84,9,4,1
68,261.12,10,4,1
71,272.64,11,4,1
85,326.4,12,4,0
82,314.88,13,4,1
82,314.88,14,4,1
58,222.72,15,4,1
81,311.04,16,4,1
69,264.96,17,4,1
69,264.96,18,4,1
56,215.04,19,4,1
84,322.56,20,4,0
62,238.08,21,4,1
74,284.16,22,4,1
71,272.64,23,4,1
62,238.08,24,4,1
64,245.76,25,4,1
70,268.8,26,4,1
73,280.32,27,4,1
68,261.12,28,4,1
70,268.8,29,4,1
51,195.84,30,4,1
59,226.56,1,5,1
54,207.36,2,5,1
48,184.32,3,5,1
55,211.2,4,5,1
52,199.68,5,5,1
62,238.08,6,5,1
65,249.6,7,5,1
57,218.88,8,5,1
61,234.24,9,5,1
52,199.68,10,5,1
63,241.92,11,5,1
65,249.6,12,5,1
61,234.24,13,5,1
69,264.96,14,5,1
65,249.6,15,5,1
52,199.68,16,5,1
63,241.92,17,5,1
43,165.12,18,5,1
70,268.8,19,5,1
51,195.84,20,5,1
69,264.96,21,5,1
64,245.76,22,5,1
56,215.04,23,5,1
52,199.68,24,5,1
64,245.76,25,5,1
57,218.88,26,5,1
54,207.36,27,5,1
69,264.96,28,5,1
47,180.48,29,5,1
68,261.12,30,5,1
54,207.36,31,5,1
51,195.84,1,6,1
52,199.68,2,6,1
51,195.84,3,6,1
48,184.32,4,6,1
48,184.32,5,6,1
54,207.36,6,6,1
46,176.64,7,6,1
51,195.84,8,6,1
51,195.84,9,6,1
54,207.36,10,6,1
38,145.92,11,6,1
55,211.2,12,6,1
46,176.64,13,6,1
64,245.76,14,6,1
64,245.76,15,6,1
59,226.56,16,6,1
54,207.36,17,6,1
39,149.76,18,6,1
59,226.56,19,6,1
55,211.2,20,6,1
67,257.28,21,6,1
42,161.28,22,6,1
32,122.88,23,6,1
52,199.68,24,6,1
51,195.84,25,6,1
59,226.56,26,6,1
56,215.04,27,6,1
45,172.8,28,6,1
55,211.2,29,6,1
45,172.8,30,6,1
50,192,1,7,1
44,168.96,2,7,1
54,207.36,3,7,1
53,203.52,4,7,1
45,172.8,5,7,1
50,192,6,7,1
41,157.44,7,7,1
41,157.44,8,7,1
59,226.56,9,7,1
45,172.8,10,7,1
51,195.84,11,7,1
48,184.32,12,7,1
51,195.84,13,7,1
43,165.12,14,7,1
65,249.6,15,7,1
58,222.72,16,7,1
42,161.28,17,7,1
57,218.88,18,7,1
47,180.48,19,7,1
56,215.04,20,7,1
50,192,21,7,1
55,211.2,22,7,1
51,195.84,23,7,1
59,226.56,24,7,1
52,199.68,25,7,1
65,249.6,26,7,1
40,153.6,27,7,1
45,172.8,28,7,1
41,157.44,29,7,1
48,184.32,30,7,1
50,192,31,7,1
30,115.2,1,8,1
46,176.64,2,8,1
37,142.08,3,8,1
41,157.44,4,8,1
39,149.76,5,8,1
47,180.48,6,8,1
41,157.44,7,8,1
45,172.8,8,8,1
42,161.28,9,8,1
52,199.68,10,8,1
44,168.96,11,8,1
40,153.6,12,8,1
