Demand,Sales,Date,Month,Class
8,1199.92,1,1,1
17,2549.83,2,1,1
16,2399.84,3,1,1
15,2249.85,4,1,1
15,2249.85,5,1,1
13,1949.87,6,1,1
16,2399.84,7,1,1
7,1049.93,8,1,1
12,1799.88,9,1,1
10,1499.9,10,1,1
18,2699.82,11,1,1
12,1799.88,12,1,1
12,1799.88,13,1,1
11,1649.89,14,1,1
17,2549.83,15,1,1
15,2249.85,16,1,1
14,2099.86,17,1,1
16,2399.84,18,1,1
12,1799.88,19,1,1
17,2549.83,20,1,1
7,1049.93,21,1,1
13,1949.87,22,1,1
15,2249.85,23,1,1
17,2549.83,24,1,1
8,1199.92,25,1,1
20,2999.8,26,1,1
13,1949.87,27,1,1
12,1799.88,28,1,1
15,2249.85,29,1,1
11,1649.89,30,1,1
14,2099.86,31,1,1
11,1649.89,1,2,1
15,2249.85,2,2,1
17,2549.83,3,2,1
16,2399.84,4,2,1
13,1949.87,5,2,1
14,2099.86,6,2,1
17,2549.83,7,2,1
11,1649.89,8,2,1
27,4049.73,9,2,0
14,2099.86,10,2,1
16,2399.84,11,2,1
13,1949.87,12,2,1
21,3149.79,13,2,0
24,3599.76,14,2,0
12,1799.88,15,2,1
15,2249.85,16,2,1
18,2699.82,17,2,1
19,2849.81,18,2,1
15,2249.85,19,2,1
15,2249.85,20,2,1
18,2699.82,21,2,1
27,4049.73,22,2,0
27,4049.73,23,2,0
17,2549.83,24,2,1
11,1649.89,25,2,1
16,2399.84,26,2,1
14,2099.86,27,2,1
18,2699.82,28,2,1
20,2999.8,1,3,1
25,3749.75,2,3,0
19,2849.81,3,3,1
24,3599.76,4,3,0
23,3449.77,5,3,0
20,2999.8,6,3,1
20,2999.8,7,3,1
27,4049.73,8,3,0
28,4199.72,9,3,0
24,3599.76,10,3,0
27,4049.73,11,3,0
14,2099.86,12,3,1
20,2999.8,13,3,1
16,2399.84,14,3,1
20,2999.8,15,3,1
17,2549.83,16,3,1
16,2399.84,17,3,1
13,1949.87,18,3,1
17,2549.83,19,3,1
21,3149.79,20,3,0
18,2699.82,21,3,1
21,3149.79,22,3,0
20,2999.8,23,3,1
11,1649.89,24,3,1
15,2249.85,25,3,1
14,2099.86,26,3,1
23,3449.77,27,3,0
17,2549.83,28,3,1
25,3749.75,29,3,0
20,2999.8,30,3,1
12,1799.88,31,3,1
18,2699.82,1,4,1
14,2099.86,2,4,1
28,4199.72,3,4,0
27,4049.73,4,4,0
28,4199.72,5,4,0
30,4499.7,6,4,0
19,2849.81,7,4,1
21,3149.79,8,4,0
28,4199.72,9,4,0
31,4649.69,10,4,0
25,3749.75,11,4,0
28,4199.72,12,4,0
22,3299.78,13,4,0
20,2999.8,14,4,1
25,3749.75,15,4,0
19,2849.81,16,4,1
26,3899.74,17,4,0
29,4349.71,18,4,0
23,3449.77,19,4,0
21,3149.79,20,4,0
30,4499.7,21,4,0
27,4049.73,22,4,0
11,1649.89,23,4,1
22,3299.78,24,4,0
23,3449.77,25,4,0
20,2999.8,26,4,1
30,4499.7,27,4,0
26,3899.74,28,4,0
31,4649.69,29,4,0
32,4799.68,30,4,0
17,2549.83,1,5,1
21,3149.79,2,5,0
18,2699.82,3,5,1
25,3749.75,4,5,0
26,3899.74,5,5,0
28,4199.72,6,5,0
22,3299.78,7,5,0
17,2549.83,8,5,1
23,3449.77,9,5,0
23,3449.77,10,5,0
22,3299.78,11,5,0
27,4049.73,12,5,0
18,2699.82,13,5,1
30,4499.7,14,5,0
23,3449.77,15,5,0
25,3749.75,16,5,0
14,2099.86,17,5,1
20,2999.8,18,5,1
28,4199.72,19,5,0
23,3449.77,20,5,0
13,1949.87,21,5,1
