Demand,Sales,Date,Month,Class
18,6839.82,1,1,0
8,3039.92,2,1,1
12,4559.88,3,1,1
11,4179.89,4,1,1
8,3039.92,5,1,1
5,1899.95,6,1,1
10,3799.9,7,1,1
10,3799.9,8,1,1
12,4559.88,9,1,1
10,3799.9,10,1,1
14,5319.86,11,1,1
13,4939.87,12,1,1
12,4559.88,13,1,1
9,3419.91,14,1,1
9,3419.91,15,1,1
14,5319.86,16,1,1
9,3419.91,17,1,1
10,3799.9,18,1,1
10,3799.9,19,1,1
10,3799.9,20,1,1
11,4179.89,21,1,1
13,4939.87,22,1,1
5,1899.95,23,1,1
9,3419.91,24,1,1
8,3039.92,25,1,1
13,4939.87,26,1,1
8,3039.92,27,1,1
8,3039.92,28,1,1
7,2659.93,29,1,1
11,4179.89,30,1,1
6,2279.94,31,1,1
20,7599.8,1,2,0
5,1899.95,2,2,1
10,3799.9,3,2,1
12,4559.88,4,2,1
17,6459.83,5,2,0
13,4939.87,6,2,1
18,6839.82,7,2,0
15,5699.85,8,2,1
17,6459.83,9,2,0
19,7219.81,10,2,0
17,6459.83,11,2,0
16,6079.84,12,2,1
21,7979.79,13,2,0
11,4179.89,14,2,1
17,6459.83,15,2,0
16,6079.84,16,2,1
18,6839.82,17,2,0
14,5319.86,18,2,1
19,7219.81,19,2,0
21,7979.79,20,2,0
15,5699.85,21,2,1
16,6079.84,22,2,1
12,4559.88,23,2,1
11,4179.89,24,2,1
11,4179.89,25,2,1
10,3799.9,26,2,1
15,5699.85,27,2,1
10,3799.9,28,2,1
18,6839.82,1,3,0
13,4939.87,2,3,1
16,6079.84,3,3,1
9,3419.91,4,3,1
15,5699.85,5,3,1
14,5319.86,6,3,1
16,6079.84,7,3,1
8,3039.92,8,3,1
19,7219.81,9,3,0
17,6459.83,10,3,0
18,6839.82,11,3,0
16,6079.84,12,3,1
19,7219.81,13,3,0
22,8359.78,14,3,0
15,5699.85,15,3,1
16,6079.84,16,3,1
17,6459.83,17,3,0
21,7979.79,18,3,0
19,7219.81,19,3,0
19,7219.81,20,3,0
11,4179.89,21,3,1
20,7599.8,22,3,0
18,6839.82,23,3,0
20,7599.8,24,3,0
16,6079.84,25,3,1
19,7219.81,26,3,0
25,9499.75,27,3,0
23,8739.77,28,3,0
12,4559.88,29,3,1
17,6459.83,30,3,0
15,5699.85,31,3,1
21,7979.79,1,4,0
23,8739.77,2,4,0
30,11399.7,3,4,0
27,10259.73,4,4,0
14,5319.86,5,4,1
19,7219.81,6,4,0
21,7979.79,7,4,0
16,6079.84,8,4,1
28,10639.72,9,4,0
23,8739.77,10,4,0
21,7979.79,11,4,0
26,9879.74,12,4,0
32,12159.68,13,4,0
20,7599.8,14,4,0
15,5699.85,15,4,1
18,6839.82,16,4,0
20,7599.8,17,4,0
29,11019.71,18,4,0
19,7219.81,19,4,0
25,9499.75,20,4,0
24,9119.76,21,4,0
13,4939.87,22,4,1
15,5699.85,23,4,1
26,9879.74,24,4,0
19,7219.81,25,4,0
18,6839.82,26,4,0
21,7979.79,27,4,0
24,9119.76,28,4,0
21,7979.79,29,4,0
22,8359.78,30,4,0
21,7979.79,1,5,0
13,4939.87,2,5,1
18,6839.82,3,5,0
21,7979.79,4,5,0
19,7219.81,5,5,0
20,7599.8,6,5,0
18,6839.82,7,5,0
20,7599.8,8,5,0
17,6459.83,9,5,0
22,8359.78,10,5,0
11,4179.89,11,5,1
13,4939.87,12,5,1
14,5319.86,13,5,1
17,6459.83,14,5,0
21,7979.79,15,5,0
17,6459.83,16,5,0
17,6459.83,17,5,0
17,6459.83,18,5,0
18,6839.82,19,5,0
13,4939.87,20,5,1
15,5699.85,21,5,1
22,8359.78,22,5,0
17,6459.83,23,5,0
14,5319.86,24,5,1
14,5319.86,25,5,1
20,7599.8,26,5,0
13,4939.87,27,5,1
17,6459.83,28,5,0
22,8359.78,29,5,0
29,11019.71,30,5,0
13,4939.87,31,5,1
17,6459.83,1,6,0
21,7979.79,2,6,0
13,4939.87,3,6,1
16,6079.84,4,6,1
11,4179.89,5,6,1
13,4939.87,6,6,1
12,4559.88,7,6,1
17,6459.83,8,6,0
19,7219.81,9,6,0
9,3419.91,10,6,1
7,2659.93,11,6,1
19,7219.81,12,6,0
10,3799.9,13,6,1
24,9119.76,14,6,0
17,6459.83,15,6,0
13,4939.87,16,6,1
11,4179.89,17,6,1
19,7219.81,18,6,0
14,5319.86,19,6,1
13,4939.87,20,6,1
14,5319.86,21,6,1
13,4939.87,22,6,1
17,6459.83,23,6,0
14,5319.86,24,6,1
13,4939.87,25,6,1
18,6839.82,26,6,0
22,8359.78,27,6,0
19,7219.81,28,6,0
17,6459.83,29,6,0
11,4179.89,30,6,1
9,3419.91,1,7,1
16,6079.84,2,7,1
15,5699.85,3,7,1
18,6839.82,4,7,0
12,4559.88,5,7,1
18,6839.82,6,7,0
11,4179.89,7,7,1
16,6079.84,8,7,1
10,3799.9,9,7,1
21,7979.79,10,7,0
15,5699.85,11,7,1
15,5699.85,12,7,1
15,5699.85,13,7,1
19,7219.81,14,7,0
13,4939.87,15,7,1
14,5319.86,16,7,1
13,4939.87,17,7,1
20,7599.8,18,7,0
13,4939.87,19,7,1
17,6459.83,20,7,0
15,5699.85,21,7,1
16,6079.84,22,7,1
11,4179.89,23,7,1
15,5699.85,24,7,1
22,8359.78,25,7,0
12,4559.88,26,7,1
12,4559.88,27,7,1
15,5699.85,28,7,1
11,4179.89,29,7,1
13,4939.87,30,7,1
18,6839.82,31,7,0
13,4939.87,1,8,1
11,4179.89,2,8,1
9,3419.91,3,8,1
11,4179.89,4,8,1
11,4179.89,5,8,1
15,5699.85,6,8,1
9,3419.91,7,8,1
13,4939.87,8,8,1
17,6459.83,9,8,0
17,6459.83,10,8,0
10,3799.9,11,8,1
4,1519.96,12,8,1
18,6839.82,13,8,0
11,4179.89,14,8,1
18,6839.82,15,8,0
4,1519.96,16,8,1
14,5319.86,17,8,1
9,3419.91,18,8,1
16,6079.84,19,8,1
11,4179.89,20,8,1
12,4559.88,21,8,1
12,4559.88,22,8,1
12,4559.88,23,8,1
13,4939.87,24,8,1
16,6079.84,25,8,1
17,6459.83,26,8,0
9,3419.91,27,8,1
12,4559.88,28,8,1
11,4179.89,29,8,1
17,6459.83,30,8,0
9,3419.91,31,8,1
8,3039.92,1,9,1
12,4559.88,2,9,1
8,3039.92,3,9,1
12,4559.88,4,9,1
11,4179.89,5,9,1
4,1519.96,6,9,1
10,3799.9,7,9,1
10,3799.9,8,9,1
15,5699.85,9,9,1
15,5699.85,10,9,1
13,4939.87,11,9,1
18,6839.82,12,9,0
12,4559.88,13,9,1
8,3039.92,14,9,1
19,7219.81,15,9,0
17,6459.83,16,9,0
11,4179.89,17,9,1
14,5319.86,18,9,1
10,3799.9,19,9,1
11,4179.89,20,9,1
14,5319.86,21,9,1
15,5699.85,22,9,1
13,4939.87,23,9,1
10,3799.9,24,9,1
16,6079.84,25,9,1
9,3419.91,26,9,1
19,7219.81,27,9,0
15,5699.85,28,9,1
19,7219.81,29,9,0
10,3799.9,30,9,1
16,6079.84,1,10,1
24,9119.76,2,10,0
21,7979.79,3,10,0
17,6459.83,4,10,0
18,6839.82,5,10,0
20,7599.8,6,10,0
14,5319.86,7,10,1
19,7219.81,8,10,0
29,11019.71,9,10,0
25,9499.75,10,10,0
21,7979.79,11,10,0
21,7979.79,12,10,0
22,8359.78,13,10,0
22,8359.78,14,10,0
15,5699.85,15,10,1
23,8739.77,16,10,0
28,10639.72,17,10,0
27,10259.73,18,10,0
16,6079.84,19,10,1
22,8359.78,20,10,0
22,8359.78,21,10,0
22,8359.78,22,10,0
20,7599.8,23,10,0
18,6839.82,24,10,0
25,9499.75,25,10,0
28,10639.72,26,10,0
23,8739.77,27,10,0
18,6839.82,28,10,0
27,10259.73,29,10,0
19,7219.81,30,10,0
29,11019.71,31,10,0
16,6079.84,1,11,1
21,7979.79,2,11,0
18,6839.82,3,11,0
20,7599.8,4,11,0
18,6839.82,5,11,0
27,10259.73,6,11,0
18,6839.82,7,11,0
19,7219.81,8,11,0
16,6079.84,9,11,1
22,8359.78,10,11,0
14,5319.86,11,11,1
25,9499.75,12,11,0
17,6459.83,13,11,0
14,5319.86,14,11,1
20,7599.8,15,11,0
16,6079.84,16,11,1
13,4939.87,17,11,1
20,7599.8,18,11,0
13,4939.87,19,11,1
22,8359.78,20,11,0
13,4939.87,21,11,1
17,6459.83,22,11,0
18,6839.82,23,11,0
17,6459.83,24,11,0
14,5319.86,25,11,1
24,9119.76,26,11,0
21,7979.79,27,11,0
16,6079.84,28,11,1
20,7599.8,29,11,0
19,7219.81,30,11,0
25,9499.75,1,12,0
28,10639.72,2,12,0
25,9499.75,3,12,0
24,9119.76,4,12,0
24,9119.76,5,12,0
24,9119.76,6,12,0
34,12919.66,7,12,0
