Demand,Sales,Date,Month,Class
16,11200,1,1,1
15,10500,2,1,1
11,7700,3,1,1
7,4900,4,1,1
7,4900,5,1,1
12,8400,6,1,1
13,9100,7,1,1
6,4200,8,1,1
12,8400,9,1,1
15,10500,10,1,1
14,9800,11,1,1
8,5600,12,1,1
17,11900,13,1,1
8,5600,14,1,1
10,7000,15,1,1
8,5600,16,1,1
7,4900,17,1,1
11,7700,18,1,1
12,8400,19,1,1
10,7000,20,1,1
19,13300,21,1,0
10,7000,22,1,1
18,12600,23,1,1
12,8400,24,1,1
13,9100,25,1,1
23,16100,26,1,0
14,9800,27,1,1
14,9800,28,1,1
11,7700,29,1,1
13,9100,30,1,1
13,9100,31,1,1
19,13300,1,2,0
20,14000,2,2,0
19,13300,3,2,0
15,10500,4,2,1
19,13300,5,2,0
16,11200,6,2,1
22,15400,7,2,0
24,16800,8,2,0
16,11200,9,2,1
10,7000,10,2,1
15,10500,11,2,1
15,10500,12,2,1
17,11900,13,2,1
13,9100,14,2,1
8,5600,15,2,1
18,12600,16,2,1
20,14000,17,2,0
17,11900,18,2,1
15,10500,19,2,1
13,9100,20,2,1
11,7700,21,2,1
15,10500,22,2,1
11,7700,23,2,1
15,10500,24,2,1
11,7700,25,2,1
20,14000,26,2,0
15,10500,27,2,1
10,7000,28,2,1
17,11900,1,3,1
23,16100,2,3,0
16,11200,3,3,1
14,9800,4,3,1
12,8400,5,3,1
19,13300,6,3,0
17,11900,7,3,1
18,12600,8,3,1
20,14000,9,3,0
17,11900,10,3,1
14,9800,11,3,1
19,13300,12,3,0
12,8400,13,3,1
20,14000,14,3,0
22,15400,15,3,0
12,8400,16,3,1
18,12600,17,3,1
14,9800,18,3,1
18,12600,19,3,1
17,11900,20,3,1
11,7700,21,3,1
18,12600,22,3,1
18,12600,23,3,1
12,8400,24,3,1
22,15400,25,3,0
24,16800,26,3,0
27,18900,27,3,0
16,11200,28,3,1
17,11900,29,3,1
15,10500,30,3,1
18,12600,31,3,1
25,17500,1,4,0
24,16800,2,4,0
20,14000,3,4,0
27,18900,4,4,0
22,15400,5,4,0
27,18900,6,4,0
21,14700,7,4,0
23,16100,8,4,0
24,16800,9,4,0
20,14000,10,4,0
28,19600,11,4,0
19,13300,12,4,0
23,16100,13,4,0
26,18200,14,4,0
32,22400,15,4,0
32,22400,16,4,0
30,21000,17,4,0
16,11200,18,4,1
26,18200,19,4,0
20,14000,20,4,0
22,15400,21,4,0
21,14700,22,4,0
22,15400,23,4,0
17,11900,24,4,1
22,15400,25,4,0
20,14000,26,4,0
18,12600,27,4,1
16,11200,28,4,1
23,16100,29,4,0
27,18900,30,4,0
19,13300,1,5,0
14,9800,2,5,1
19,13300,3,5,0
10,7000,4,5,1
24,16800,5,5,0
17,11900,6,5,1
25,17500,7,5,0
20,14000,8,5,0
23,16100,9,5,0
31,21700,10,5,0
23,16100,11,5,0
21,14700,12,5,0
18,12600,13,5,1
18,12600,14,5,1
15,10500,15,5,1
22,15400,16,5,0
31,21700,17,5,0
19,13300,18,5,0
22,15400,19,5,0
24,16800,20,5,0
15,10500,21,5,1
22,15400,22,5,0
18,12600,23,5,1
18,12600,24,5,1
18,12600,25,5,1
19,13300,26,5,0
27,18900,27,5,0
22,15400,28,5,0
27,18900,29,5,0
18,12600,30,5,1
20,14000,31,5,0
19,13300,1,6,0
19,13300,2,6,0
17,11900,3,6,1
15,10500,4,6,1
16,11200,5,6,1
21,14700,6,6,0
15,10500,7,6,1
10,7000,8,6,1
18,12600,9,6,1
19,13300,10,6,0
17,11900,11,6,1
20,14000,12,6,0
8,5600,13,6,1
22,15400,14,6,0
18,12600,15,6,1
18,12600,16,6,1
22,15400,17,6,0
14,9800,18,6,1
22,15400,19,6,0
13,9100,20,6,1
24,16800,21,6,0
19,13300,22,6,0
20,14000,23,6,0
17,11900,24,6,1
21,14700,25,6,0
11,7700,26,6,1
11,7700,27,6,1
25,17500,28,6,0
21,14700,29,6,0
20,14000,30,6,0
19,13300,1,7,0
16,11200,2,7,1
25,17500,3,7,0
20,14000,4,7,0
15,10500,5,7,1
18,12600,6,7,1
14,9800,7,7,1
15,10500,8,7,1
16,11200,9,7,1
17,11900,10,7,1
11,7700,11,7,1
11,7700,12,7,1
15,10500,13,7,1
15,10500,14,7,1
13,9100,15,7,1
19,13300,16,7,0
14,9800,17,7,1
26,18200,18,7,0
11,7700,19,7,1
16,11200,20,7,1
16,11200,21,7,1
21,14700,22,7,0
8,5600,23,7,1
13,9100,24,7,1
12,8400,25,7,1
13,9100,26,7,1
21,14700,27,7,0
23,16100,28,7,0
13,9100,29,7,1
21,14700,30,7,0
15,10500,31,7,1
14,9800,1,8,1
21,14700,2,8,0
14,9800,3,8,1
16,11200,4,8,1
15,10500,5,8,1
22,15400,6,8,0
12,8400,7,8,1
11,7700,8,8,1
18,12600,9,8,1
18,12600,10,8,1
13,9100,11,8,1
10,7000,12,8,1
14,9800,13,8,1
19,13300,14,8,0
14,9800,15,8,1
9,6300,16,8,1
15,10500,17,8,1
15,10500,18,8,1
8,5600,19,8,1
14,9800,20,8,1
13,9100,21,8,1
18,12600,22,8,1
15,10500,23,8,1
11,7700,24,8,1
15,10500,25,8,1
11,7700,26,8,1
11,7700,27,8,1
13,9100,28,8,1
13,9100,29,8,1
15,10500,30,8,1
11,7700,31,8,1
11,7700,1,9,1
11,7700,2,9,1
8,5600,3,9,1
10,7000,4,9,1
16,11200,5,9,1
11,7700,6,9,1
14,9800,7,9,1
11,7700,8,9,1
16,11200,9,9,1
8,5600,10,9,1
18,12600,11,9,1
17,11900,12,9,1
18,12600,13,9,1
11,7700,14,9,1
15,10500,15,9,1
14,9800,16,9,1
11,7700,17,9,1
19,13300,18,9,0
15,10500,19,9,1
20,14000,20,9,0
8,5600,21,9,1
11,7700,22,9,1
14,9800,23,9,1
10,7000,24,9,1
16,11200,25,9,1
9,6300,26,9,1
11,7700,27,9,1
13,9100,28,9,1
15,10500,29,9,1
17,11900,30,9,1
24,16800,1,10,0
23,16100,2,10,0
25,17500,3,10,0
27,18900,4,10,0
23,16100,5,10,0
25,17500,6,10,0
22,15400,7,10,0
21,14700,8,10,0
12,8400,9,10,1
21,14700,10,10,0
22,15400,11,10,0
28,19600,12,10,0
16,11200,13,10,1
30,21000,14,10,0
19,13300,15,10,0
16,11200,16,10,1
22,15400,17,10,0
27,18900,18,10,0
18,12600,19,10,1
26,18200,20,10,0
21,14700,21,10,0
25,17500,22,10,0
22,15400,23,10,0
21,14700,24,10,0
23,16100,25,10,0
26,18200,26,10,0
32,22400,27,10,0
26,18200,28,10,0
24,16800,29,10,0
20,14000,30,10,0
28,19600,31,10,0
22,15400,1,11,0
29,20300,2,11,0
17,11900,3,11,1
32,22400,4,11,0
17,11900,5,11,1
15,10500,6,11,1
19,13300,7,11,0
15,10500,8,11,1
26,18200,9,11,0
15,10500,10,11,1
19,13300,11,11,0
32,22400,12,11,0
13,9100,13,11,1
19,13300,14,11,0
21,14700,15,11,0
