Demand,Sales,Date,Month,Class
9,8999.91,1,1,1
11,10999.89,2,1,1
3,2999.97,3,1,1
8,7999.92,4,1,1
7,6999.93,5,1,1
7,6999.93,6,1,1
7,6999.93,7,1,1
6,5999.94,8,1,1
4,3999.96,9,1,1
8,7999.92,10,1,1
11,10999.89,11,1,1
8,7999.92,12,1,1
2,1999.98,13,1,1
6,5999.94,14,1,1
8,7999.92,15,1,1
7,6999.93,16,1,1
10,9999.9,17,1,1
0,0,18,1,1
7,6999.93,19,1,1
10,9999.9,20,1,1
6,5999.94,21,1,1
7,6999.93,22,1,1
6,5999.94,23,1,1
4,3999.96,24,1,1
10,9999.9,25,1,1
8,7999.92,26,1,1
9,8999.91,27,1,1
8,7999.92,28,1,1
1,999.99,29,1,1
9,8999.91,30,1,1
9,8999.91,31,1,1
12,11999.88,1,2,0
6,5999.94,2,2,1
12,11999.88,3,2,0
10,9999.9,4,2,1
6,5999.94,5,2,1
16,15999.84,6,2,0
9,8999.91,7,2,1
14,13999.86,8,2,0
12,11999.88,9,2,0
11,10999.89,10,2,1
9,8999.91,11,2,1
7,6999.93,12,2,1
16,15999.84,13,2,0
8,7999.92,14,2,1
12,11999.88,15,2,0
10,9999.9,16,2,1
7,6999.93,17,2,1
8,7999.92,18,2,1
10,9999.9,19,2,1
7,6999.93,20,2,1
19,18999.81,21,2,0
7,6999.93,22,2,1
8,7999.92,23,2,1
6,5999.94,24,2,1
5,4999.95,25,2,1
10,9999.9,26,2,1
14,13999.86,27,2,0
6,5999.94,28,2,1
16,15999.84,1,3,0
12,11999.88,2,3,0
9,8999.91,3,3,1
17,16999.83,4,3,0
14,13999.86,5,3,0
11,10999.89,6,3,1
12,11999.88,7,3,0
13,12999.87,8,3,0
5,4999.95,9,3,1
13,12999.87,10,3,0
15,14999.85,11,3,0
9,8999.91,12,3,1
12,11999.88,13,3,0
7,6999.93,14,3,1
5,4999.95,15,3,1
11,10999.89,16,3,1
11,10999.89,17,3,1
13,12999.87,18,3,0
12,11999.88,19,3,0
12,11999.88,20,3,0
13,12999.87,21,3,0
11,10999.89,22,3,1
12,11999.88,23,3,0
4,3999.96,24,3,1
16,15999.84,25,3,0
6,5999.94,26,3,1
7,6999.93,27,3,1
10,9999.9,28,3,1
8,7999.92,29,3,1
18,17999.82,30,3,0
10,9999.9,31,3,1
12,11999.88,1,4,0
12,11999.88,2,4,0
14,13999.86,3,4,0
12,11999.88,4,4,0
9,8999.91,5,4,1
15,14999.85,6,4,0
16,15999.84,7,4,0
13,12999.87,8,4,0
13,12999.87,9,4,0
10,9999.9,10,4,1
16,15999.84,11,4,0
11,10999.89,12,4,1
14,13999.86,13,4,0
9,8999.91,14,4,1
12,11999.88,15,4,0
14,13999.86,16,4,0
16,15999.84,17,4,0
17,16999.83,18,4,0
8,7999.92,19,4,1
5,4999.95,20,4,1
10,9999.9,21,4,1
7,6999.93,22,4,1
19,18999.81,23,4,0
24,23999.76,24,4,0
15,14999.85,25,4,0
17,16999.83,26,4,0
14,13999.86,27,4,0
11,10999.89,28,4,1
15,14999.85,29,4,0
12,11999.88,30,4,0
16,15999.84,1,5,0
10,9999.9,2,5,1
19,18999.81,3,5,0
8,7999.92,4,5,1
15,14999.85,5,5,0
9,8999.91,6,5,1
13,12999.87,7,5,0
18,17999.82,8,5,0
11,10999.89,9,5,1
11,10999.89,10,5,1
16,15999.84,11,5,0
9,8999.91,12,5,1
11,10999.89,13,5,1
7,6999.93,14,5,1
14,13999.86,15,5,0
8,7999.92,16,5,1
7,6999.93,17,5,1
17,16999.83,18,5,0
13,12999.87,19,5,0
6,5999.94,20,5,1
9,8999.91,21,5,1
17,16999.83,22,5,0
10,9999.9,23,5,1
11,10999.89,24,5,1
13,12999.87,25,5,0
14,13999.86,26,5,0
10,9999.9,27,5,1
12,11999.88,28,5,0
11,10999.89,29,5,1
12,11999.88,30,5,0
11,10999.89,31,5,1
8,7999.92,1,6,1
8,7999.92,2,6,1
11,10999.89,3,6,1
11,10999.89,4,6,1
7,6999.93,5,6,1
13,12999.87,6,6,0
13,12999.87,7,6,0
8,7999.92,8,6,1
17,16999.83,9,6,0
10,9999.9,10,6,1
11,10999.89,11,6,1
11,10999.89,12,6,1
9,8999.91,13,6,1
13,12999.87,14,6,0
14,13999.86,15,6,0
7,6999.93,16,6,1
11,10999.89,17,6,1
15,14999.85,18,6,0
9,8999.91,19,6,1
12,11999.88,20,6,0
9,8999.91,21,6,1
5,4999.95,22,6,1
13,12999.87,23,6,0
6,5999.94,24,6,1
18,17999.82,25,6,0
8,7999.92,26,6,1
6,5999.94,27,6,1
12,11999.88,28,6,0
10,9999.9,29,6,1
10,9999.9,30,6,1
6,5999.94,1,7,1
7,6999.93,2,7,1
10,9999.9,3,7,1
16,15999.84,4,7,0
10,9999.9,5,7,1
14,13999.86,6,7,0
5,4999.95,7,7,1
10,9999.9,8,7,1
10,9999.9,9,7,1
9,8999.91,10,7,1
13,12999.87,11,7,0
11,10999.89,12,7,1
13,12999.87,13,7,0
15,14999.85,14,7,0
11,10999.89,15,7,1
11,10999.89,16,7,1
10,9999.9,17,7,1
9,8999.91,18,7,1
9,8999.91,19,7,1
10,9999.9,20,7,1
5,4999.95,21,7,1
10,9999.9,22,7,1
10,9999.9,23,7,1
11,10999.89,24,7,1
10,9999.9,25,7,1
12,11999.88,26,7,0
8,7999.92,27,7,1
9,8999.91,28,7,1
7,6999.93,29,7,1
14,13999.86,30,7,0
13,12999.87,31,7,0
5,4999.95,1,8,1
9,8999.91,2,8,1
14,13999.86,3,8,0
8,7999.92,4,8,1
13,12999.87,5,8,0
9,8999.91,6,8,1
15,14999.85,7,8,0
7,6999.93,8,8,1
8,7999.92,9,8,1
7,6999.93,10,8,1
18,17999.82,11,8,0
11,10999.89,12,8,1
13,12999.87,13,8,0
8,7999.92,14,8,1
14,13999.86,15,8,0
7,6999.93,16,8,1
7,6999.93,17,8,1
3,2999.97,18,8,1
11,10999.89,19,8,1
7,6999.93,20,8,1
4,3999.96,21,8,1
8,7999.92,22,8,1
4,3999.96,23,8,1
9,8999.91,24,8,1
8,7999.92,25,8,1
9,8999.91,26,8,1
6,5999.94,27,8,1
12,11999.88,28,8,0
4,3999.96,29,8,1
9,8999.91,30,8,1
8,7999.92,31,8,1
12,11999.88,1,9,0
11,10999.89,2,9,1
6,5999.94,3,9,1
6,5999.94,4,9,1
8,7999.92,5,9,1
7,6999.93,6,9,1
9,8999.91,7,9,1
7,6999.93,8,9,1
6,5999.94,9,9,1
13,12999.87,10,9,0
9,8999.91,11,9,1
8,7999.92,12,9,1
4,3999.96,13,9,1
10,9999.9,14,9,1
9,8999.91,15,9,1
6,5999.94,16,9,1
7,6999.93,17,9,1
10,9999.9,18,9,1
3,2999.97,19,9,1
7,6999.93,20,9,1
12,11999.88,21,9,0
5,4999.95,22,9,1
13,12999.87,23,9,0
4,3999.96,24,9,1
7,6999.93,25,9,1
11,10999.89,26,9,1
11,10999.89,27,9,1
7,6999.93,28,9,1
12,11999.88,29,9,0
9,8999.91,30,9,1
20,19999.8,1,10,0
14,13999.86,2,10,0
9,8999.91,3,10,1
15,14999.85,4,10,0
15,14999.85,5,10,0
17,16999.83,6,10,0
12,11999.88,7,10,0
12,11999.88,8,10,0
20,19999.8,9,10,0
18,17999.82,10,10,0
13,12999.87,11,10,0
18,17999.82,12,10,0
13,12999.87,13,10,0
14,13999.86,14,10,0
16,15999.84,15,10,0
13,12999.87,16,10,0
18,17999.82,17,10,0
9,8999.91,18,10,1
23,22999.77,19,10,0
15,14999.85,20,10,0
12,11999.88,21,10,0
8,7999.92,22,10,1
13,12999.87,23,10,0
15,14999.85,24,10,0
18,17999.82,25,10,0
11,10999.89,26,10,1
11,10999.89,27,10,1
13,12999.87,28,10,0
23,22999.77,29,10,0
11,10999.89,30,10,1
20,19999.8,31,10,0
8,7999.92,1,11,1
19,18999.81,2,11,0
12,11999.88,3,11,0
9,8999.91,4,11,1
3,2999.97,5,11,1
11,10999.89,6,11,1
22,21999.78,7,11,0
13,12999.87,8,11,0
11,10999.89,9,11,1
17,16999.83,10,11,0
14,13999.86,11,11,0
14,13999.86,12,11,0
10,9999.9,13,11,1
18,17999.82,14,11,0
16,15999.84,15,11,0
8,7999.92,16,11,1
17,16999.83,17,11,0
14,13999.86,18,11,0
7,6999.93,19,11,1
11,10999.89,20,11,1
9,8999.91,21,11,1
14,13999.86,22,11,0
11,10999.89,23,11,1
17,16999.83,24,11,0
17,16999.83,25,11,0
9,8999.91,26,11,1
17,16999.83,27,11,0
10,9999.9,28,11,1
9,8999.91,29,11,1
7,6999.93,30,11,1
25,24999.75,1,12,0
17,16999.83,2,12,0
18,17999.82,3,12,0
15,14999.85,4,12,0
15,14999.85,5,12,0
18,17999.82,6,12,0
16,15999.84,7,12,0
19,18999.81,8,12,0
17,16999.83,9,12,0
17,16999.83,10,12,0
9,8999.91,11,12,1
22,21999.78,12,12,0
16,15999.84,13,12,0
13,12999.87,14,12,0
16,15999.84,15,12,0
17,16999.83,16,12,0
18,17999.82,17,12,0
13,12999.87,18,12,0
