Demand,Sales,Date,Month,Class
2,1200,1,1,1
1,600,2,1,1
3,1800,3,1,1
1,600,4,1,1
1,600,5,1,1
1,600,6,1,1
3,1800,7,1,1
2,1200,8,1,1
1,600,9,1,1
0,0,10,1,1
1,600,11,1,1
0,0,12,1,1
1,600,13,1,1
0,0,14,1,1
1,600,15,1,1
1,600,16,1,1
1,600,17,1,1
3,1800,18,1,1
1,600,19,1,1
1,600,20,1,1
0,0,21,1,1
2,1200,22,1,1
1,600,23,1,1
2,1200,24,1,1
2,1200,25,1,1
2,1200,26,1,1
0,0,27,1,1
2,1200,28,1,1
3,1800,29,1,1
2,1200,30,1,1
1,600,31,1,1
2,1200,1,2,1
2,1200,2,2,1
3,1800,3,2,1
2,1200,4,2,1
3,1800,5,2,1
1,600,6,2,1
0,0,7,2,1
2,1200,8,2,1
1,600,9,2,1
1,600,10,2,1
2,1200,11,2,1
0,0,12,2,1
1,600,13,2,1
1,600,14,2,1
0,0,15,2,1
2,1200,16,2,1
1,600,17,2,1
2,1200,18,2,1
0,0,19,2,1
3,1800,20,2,1
1,600,21,2,1
2,1200,22,2,1
0,0,23,2,1
1,600,24,2,1
2,1200,25,2,1
1,600,26,2,1
3,1800,27,2,1
1,600,28,2,1
1,600,1,3,1
3,1800,2,3,1
1,600,3,3,1
2,1200,4,3,1
1,600,5,3,1
2,1200,6,3,1
5,3000,7,3,0
3,1800,8,3,1
1,600,9,3,1
1,600,10,3,1
0,0,11,3,1
2,1200,12,3,1
3,1800,13,3,1
3,1800,14,3,1
1,600,15,3,1
1,600,16,3,1
1,600,17,3,1
3,1800,18,3,1
0,0,19,3,1
3,1800,20,3,1
2,1200,21,3,1
3,1800,22,3,1
5,3000,23,3,0
1,600,24,3,1
2,1200,25,3,1
3,1800,26,3,1
3,1800,27,3,1
0,0,28,3,1
1,600,29,3,1
4,2400,30,3,0
3,1800,31,3,1
1,600,1,4,1
3,1800,2,4,1
1,600,3,4,1
4,2400,4,4,0
2,1200,5,4,1
2,1200,6,4,1
3,1800,7,4,1
3,1800,8,4,1
4,2400,9,4,0
1,600,10,4,1
1,600,11,4,1
4,2400,12,4,0
4,2400,13,4,0
0,0,14,4,1
1,600,15,4,1
