Demand,Sales,Date,Month,Class
12,7200,1,1,1
12,7200,2,1,1
8,4800,3,1,1
11,6600,4,1,1
11,6600,5,1,1
14,8400,6,1,1
6,3600,7,1,1
9,5400,8,1,1
9,5400,9,1,1
10,6000,10,1,1
7,4200,11,1,1
13,7800,12,1,1
11,6600,13,1,1
6,3600,14,1,1
10,6000,15,1,1
7,4200,16,1,1
14,8400,17,1,1
13,7800,18,1,1
9,5400,19,1,1
11,6600,20,1,1
11,6600,21,1,1
11,6600,22,1,1
4,2400,23,1,1
19,11400,24,1,0
9,5400,25,1,1
7,4200,26,1,1
10,6000,27,1,1
13,7800,28,1,1
15,9000,29,1,0
7,4200,30,1,1
8,4800,31,1,1
13,7800,1,2,1
18,10800,2,2,0
9,5400,3,2,1
13,7800,4,2,1
12,7200,5,2,1
17,10200,6,2,0
10,6000,7,2,1
15,9000,8,2,0
18,10800,9,2,0
17,10200,10,2,0
11,6600,11,2,1
16,9600,12,2,0
18,10800,13,2,0
10,6000,14,2,1
9,5400,15,2,1
11,6600,16,2,1
13,7800,17,2,1
15,9000,18,2,0
14,8400,19,2,1
14,8400,20,2,1
10,6000,21,2,1
15,9000,22,2,0
11,6600,23,2,1
15,9000,24,2,0
14,8400,25,2,1
14,8400,26,2,1
13,7800,27,2,1
14,8400,28,2,1
17,10200,1,3,0
17,10200,2,3,0
16,9600,3,3,0
19,11400,4,3,0
16,9600,5,3,0
17,10200,6,3,0
14,8400,7,3,1
15,9000,8,3,0
11,6600,9,3,1
13,7800,10,3,1
17,10200,11,3,0
16,9600,12,3,0
13,7800,13,3,1
13,7800,14,3,1
11,6600,15,3,1
13,7800,16,3,1
13,7800,17,3,1
14,8400,18,3,1
16,9600,19,3,0
7,4200,20,3,1
19,11400,21,3,0
17,10200,22,3,0
16,9600,23,3,0
15,9000,24,3,0
14,8400,25,3,1
18,10800,26,3,0
10,6000,27,3,1
13,7800,28,3,1
20,12000,29,3,0
18,10800,30,3,0
15,9000,31,3,0
24,14400,1,4,0
18,10800,2,4,0
18,10800,3,4,0
18,10800,4,4,0
24,14400,5,4,0
14,8400,6,4,1
14,8400,7,4,1
11,6600,8,4,1
18,10800,9,4,0
28,16800,10,4,0
20,12000,11,4,0
23,13800,12,4,0
22,13200,13,4,0
20,12000,14,4,0
15,9000,15,4,0
14,8400,16,4,1
32,19200,17,4,0
21,12600,18,4,0
23,13800,19,4,0
14,8400,20,4,1
20,12000,21,4,0
13,7800,22,4,1
20,12000,23,4,0
16,9600,24,4,0
14,8400,25,4,1
18,10800,26,4,0
20,12000,27,4,0
23,13800,28,4,0
16,9600,29,4,0
30,18000,30,4,0
12,7200,1,5,1
20,12000,2,5,0
15,9000,3,5,0
22,13200,4,5,0
19,11400,5,5,0
11,6600,6,5,1
15,9000,7,5,0
15,9000,8,5,0
15,9000,9,5,0
13,7800,10,5,1
16,9600,11,5,0
15,9000,12,5,0
15,9000,13,5,0
18,10800,14,5,0
11,6600,15,5,1
18,10800,16,5,0
18,10800,17,5,0
10,6000,18,5,1
17,10200,19,5,0
15,9000,20,5,0
14,8400,21,5,1
20,12000,22,5,0
19,11400,23,5,0
19,11400,24,5,0
16,9600,25,5,0
10,6000,26,5,1
13,7800,27,5,1
11,6600,28,5,1
22,13200,29,5,0
18,10800,30,5,0
7,4200,31,5,1
22,13200,1,6,0
8,4800,2,6,1
8,4800,3,6,1
13,7800,4,6,1
20,12000,5,6,0
14,8400,6,6,1
11,6600,7,6,1
12,7200,8,6,1
11,6600,9,6,1
17,10200,10,6,0
13,7800,11,6,1
14,8400,12,6,1
10,6000,13,6,1
10,6000,14,6,1
15,9000,15,6,0
18,10800,16,6,0
6,3600,17,6,1
8,4800,18,6,1
14,8400,19,6,1
14,8400,20,6,1
20,12000,21,6,0
14,8400,22,6,1
17,10200,23,6,0
9,5400,24,6,1
13,7800,25,6,1
10,6000,26,6,1
5,3000,27,6,1
14,8400,28,6,1
15,9000,29,6,0
16,9600,30,6,0
9,5400,1,7,1
14,8400,2,7,1
17,10200,3,7,0
12,7200,4,7,1
