Demand,Sales,Date,Month,Class
27,323.73,1,1,1
33,395.67,2,1,1
27,323.73,3,1,1
26,311.74,4,1,1
44,527.56,5,1,1
24,287.76,6,1,1
28,335.72,7,1,1
31,371.69,8,1,1
32,383.68,9,1,1
36,431.64,10,1,1
31,371.69,11,1,1
34,407.66,12,1,1
37,443.63,13,1,1
40,479.6,14,1,1
25,299.75,15,1,1
23,275.77,16,1,1
20,239.8,17,1,1
33,395.67,18,1,1
42,503.58,19,1,1
51,611.49,20,1,1
32,383.68,21,1,1
34,407.66,22,1,1
25,299.75,23,1,1
38,455.62,24,1,1
32,383.68,25,1,1
36,431.64,26,1,1
31,371.69,27,1,1
38,455.62,28,1,1
35,419.65,29,1,1
31,371.69,30,1,1
29,347.71,31,1,1
47,563.53,1,2,1
49,587.51,2,2,1
34,407.66,3,2,1
39,467.61,4,2,1
39,467.61,5,2,1
52,623.48,6,2,1
37,443.63,7,2,1
34,407.66,8,2,1
51,611.49,9,2,1
38,455.62,10,2,1
35,419.65,11,2,1
43,515.57,12,2,1
44,527.56,13,2,1
40,479.6,14,2,1
37,443.63,15,2,1
55,659.45,16,2,1
48,575.52,17,2,1
38,455.62,18,2,1
43,515.57,19,2,1
55,659.45,20,2,1
32,383.68,21,2,1
36,431.64,22,2,1
38,455.62,23,2,1
46,551.54,24,2,1
38,455.62,25,2,1
47,563.53,26,2,1
46,551.54,27,2,1
45,539.55,28,2,1
40,479.6,1,3,1
54,647.46,2,3,1
62,743.38,3,3,0
45,539.55,4,3,1
48,575.52,5,3,1
44,527.56,6,3,1
56,671.44,7,3,1
44,527.56,8,3,1
55,659.45,9,3,1
44,527.56,10,3,1
53,635.47,11,3,1
41,491.59,12,3,1
49,587.51,13,3,1
52,623.48,14,3,1
51,611.49,15,3,1
52,623.48,16,3,1
59,707.41,17,3,0
42,503.58,18,3,1
50,599.5,19,3,1
46,551.54,20,3,1
49,587.51,21,3,1
57,683.43,22,3,1
49,587.51,23,3,1
43,515.57,24,3,1
46,551.54,25,3,1
38,455.62,26,3,1
55,659.45,27,3,1
43,515.57,28,3,1
49,587.51,29,3,1
57,683.43,30,3,1
38,455.62,31,3,1
74,887.26,1,4,0
84,1007.16,2,4,0
59,707.41,3,4,0
62,743.38,4,4,0
59,707.41,5,4,0
68,815.32,6,4,0
63,755.37,7,4,0
85,1019.15,8,4,0
65,779.35,9,4,0
58,695.42,10,4,1
70,839.3,11,4,0
62,743.38,12,4,0
47,563.53,13,4,1
69,827.31,14,4,0
62,743.38,15,4,0
65,779.35,16,4,0
67,803.33,17,4,0
67,803.33,18,4,0
59,707.41,19,4,0
61,731.39,20,4,0
78,935.22,21,4,0
45,539.55,22,4,1
52,623.48,23,4,1
57,683.43,24,4,1
51,611.49,25,4,1
52,623.48,26,4,1
65,779.35,27,4,0
53,635.47,28,4,1
54,647.46,29,4,1
77,923.23,30,4,0
54,647.46,1,5,1
55,659.45,2,5,1
64,767.36,3,5,0
67,803.33,4,5,0
52,623.48,5,5,1
50,599.5,6,5,1
48,575.52,7,5,1
53,635.47,8,5,1
75,899.25,9,5,0
61,731.39,10,5,0
39,467.61,11,5,1
59,707.41,12,5,0
66,791.34,13,5,0
55,659.45,14,5,1
48,575.52,15,5,1
56,671.44,16,5,1
60,719.4,17,5,0
47,563.53,18,5,1
52,623.48,19,5,1
62,743.38,20,5,0
55,659.45,21,5,1
55,659.45,22,5,1
62,743.38,23,5,0
41,491.59,24,5,1
59,707.41,25,5,0
44,527.56,26,5,1
58,695.42,27,5,1
63,755.37,28,5,0
55,659.45,29,5,1
54,647.46,30,5,1
60,719.4,31,5,0
40,479.6,1,6,1
40,479.6,2,6,1
39,467.61,3,6,1
46,551.54,4,6,1
53,635.47,5,6,1
62,743.38,6,6,0
43,515.57,7,6,1
51,611.49,8,6,1
42,503.58,9,6,1
55,659.45,10,6,1
37,443.63,11,6,1
52,623.48,12,6,1
46,551.54,13,6,1
39,467.61,14,6,1
46,551.54,15,6,1
45,539.55,16,6,1
38,455.62,17,6,1
38,455.62,18,6,1
59,707.41,19,6,0
40,479.6,20,6,1
55,659.45,21,6,1
35,419.65,22,6,1
38,455.62,23,6,1
42,503.58,24,6,1
30,359.7,25,6,1
50,599.5,26,6,1
37,443.63,27,6,1
46,551.54,28,6,1
58,695.42,29,6,1
35,419.65,30,6,1
44,527.56,1,7,1
52,623.48,2,7,1
47,563.53,3,7,1
47,563.53,4,7,1
48,575.52,5,7,1
39,467.61,6,7,1
49,587.51,7,7,1
56,671.44,8,7,1
53,635.47,9,7,1
59,707.41,10,7,0
35,419.65,11,7,1
45,539.55,12,7,1
41,491.59,13,7,1
39,467.61,14,7,1
45,539.55,15,7,1
37,443.63,16,7,1
51,611.49,17,7,1
50,599.5,18,7,1
55,659.45,19,7,1
46,551.54,20,7,1
55,659.45,21,7,1
52,623.48,22,7,1
45,539.55,23,7,1
34,407.66,24,7,1
46,551.54,25,7,1
51,611.49,26,7,1
38,455.62,27,7,1
56,671.44,28,7,1
29,347.71,29,7,1
50,599.5,30,7,1
39,467.61,31,7,1
43,515.57,1,8,1
42,503.58,2,8,1
32,383.68,3,8,1
36,431.64,4,8,1
32,383.68,5,8,1
35,419.65,6,8,1
45,539.55,7,8,1
31,371.69,8,8,1
37,443.63,9,8,1
34,407.66,10,8,1
35,419.65,11,8,1
38,455.62,12,8,1
36,431.64,13,8,1
38,455.62,14,8,1
42,503.58,15,8,1
39,467.61,16,8,1
34,407.66,17,8,1
35,419.65,18,8,1
37,443.63,19,8,1
41,491.59,20,8,1
32,383.68,21,8,1
45,539.55,22,8,1
36,431.64,23,8,1
53,635.47,24,8,1
29,347.71,25,8,1
44,527.56,26,8,1
36,431.64,27,8,1
44,527.56,28,8,1
46,551.54,29,8,1
43,515.57,30,8,1
42,503.58,31,8,1
32,383.68,1,9,1
42,503.58,2,9,1
35,419.65,3,9,1
33,395.67,4,9,1
44,527.56,5,9,1
27,323.73,6,9,1
37,443.63,7,9,1
48,575.52,8,9,1
40,479.6,9,9,1
37,443.63,10,9,1
42,503.58,11,9,1
33,395.67,12,9,1
45,539.55,13,9,1
34,407.66,14,9,1
40,479.6,15,9,1
34,407.66,16,9,1
41,491.59,17,9,1
41,491.59,18,9,1
46,551.54,19,9,1
39,467.61,20,9,1
42,503.58,21,9,1
40,479.6,22,9,1
44,527.56,23,9,1
38,455.62,24,9,1
30,359.7,25,9,1
41,491.59,26,9,1
45,539.55,27,9,1
45,539.55,28,9,1
40,479.6,29,9,1
40,479.6,30,9,1
68,815.32,1,10,0
66,791.34,2,10,0
68,815.32,3,10,0
73,875.27,4,10,0
78,935.22,5,10,0
65,779.35,6,10,0
51,611.49,7,10,1
67,803.33,8,10,0
56,671.44,9,10,1
74,887.26,10,10,0
61,731.39,11,10,0
60,719.4,12,10,0
68,815.32,13,10,0
75,899.25,14,10,0
66,791.34,15,10,0
57,683.43,16,10,1
66,791.34,17,10,0
72,863.28,18,10,0
67,803.33,19,10,0
79,947.21,20,10,0
72,863.28,21,10,0
85,1019.15,22,10,0
65,779.35,23,10,0
68,815.32,24,10,0
66,791.34,25,10,0
60,719.4,26,10,0
64,767.36,27,10,0
81,971.19,28,10,0
70,839.3,29,10,0
63,755.37,30,10,0
64,767.36,31,10,0
56,671.44,1,11,1
49,587.51,2,11,1
51,611.49,3,11,1
61,731.39,4,11,0
47,563.53,5,11,1
52,623.48,6,11,1
64,767.36,7,11,0
55,659.45,8,11,1
52,623.48,9,11,1
56,671.44,10,11,1
73,875.27,11,11,0
59,707.41,12,11,0
67,803.33,13,11,0
53,635.47,14,11,1
51,611.49,15,11,1
70,839.3,16,11,0
69,827.31,17,11,0
61,731.39,18,11,0
75,899.25,19,11,0
57,683.43,20,11,1
68,815.32,21,11,0
51,611.49,22,11,1
57,683.43,23,11,1
73,875.27,24,11,0
66,791.34,25,11,0
53,635.47,26,11,1
74,887.26,27,11,0
52,623.48,28,11,1
62,743.38,29,11,0
53,635.47,30,11,1
90,1079.1,1,12,0
97,1163.03,2,12,0
90,1079.1,3,12,0
90,1079.1,4,12,0
88,1055.12,5,12,0
84,1007.16,6,12,0
75,899.25,7,12,0
92,1103.08,8,12,0
82,983.18,9,12,0
87,1043.13,10,12,0
78,935.22,11,12,0
96,1151.04,12,12,0
106,1270.94,13,12,0
75,899.25,14,12,0
99,1187.01,15,12,0
87,1043.13,16,12,0
94,1127.06,17,12,0
100,1199,18,12,0
81,971.19,19,12,0
87,1043.13,20,12,0
73,875.27,21,12,0
78,935.22,22,12,0
95,1139.05,23,12,0
76,911.24,24,12,0
78,935.22,25,12,0
100,1199,26,12,0
109,1306.91,27,12,0
95,1139.05,28,12,0
95,1139.05,29,12,0
77,923.23,30,12,0
90,1079.1,31,12,0
